		Uncategorised	Meaty	 Nutty	Medicinal	Chocolate	Wood	Spice	Herbaceous	 Berry	Dairy	Green	Roasted	Petrol	Floral	Caramel	Sulphur	 Tree fruit	Tropical	Marine	Earthy	Fruit like	Melon	Sour	 Citrus	Phenol	Pungent	Toasted	Smoke	Savory
777	Sauce	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
778	Salt	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
780	Cream	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
781	Sugar	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
782	Sausage	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
783	Meatball	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
784	Pate	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
785	Sugar substitute	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
786	Meat bouillon	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
787	Other meat product	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
788	Whey	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
789	Casein	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
790	Fruit preserve	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
791	Leavening agent	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
792	Marshmallow	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
793	Gelatin	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
794	Water	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
795	Other fish product	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
796	Milk Human	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
799	Dumpling	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
800	Soup	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
803	Syrup	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
805	Remoulade	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
806	Chocolate spread	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
807	Fruit gum	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
810	Meringue	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
814	Cocoa butter	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
815	Cocoa powder	0.02	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.06	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
817	Chocolate	0.02	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
818	Hot chocolate	0.02	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
820	Kefir	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
821	Other fermented milk	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
822	Miso	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
823	Tofu	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
824	Zwieback	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
825	Roe	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
826	Cichlidae	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
827	Icing	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
828	Snack bar	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
829	Green turtle	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
830	Energy drink	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
831	Burrito	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
832	Hamburger	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
833	Chili	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
834	Taco	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
835	Tortilla	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
836	Nachos	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
837	Salad	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
839	Dulce de leche	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
840	Topping	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
841	Sweet custard	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
842	Egg roll	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
843	Heart of palm	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
845	Potato chip	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
846	Tortilla chip	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
847	Corn chip	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
848	Hibiscus tea	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
849	Stew	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
850	Gelatin dessert	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
851	Junket	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
852	Falafel	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
853	Frybread	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
854	Other frozen dessert	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
855	Lasagna	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
856	Morchella	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
857	Pancake	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
858	Pectin	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
859	Pudding	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
860	Waffle	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
861	Soy milk	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
862	Meatloaf	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
863	Cocktail	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
864	Couscous	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
865	Bulgur	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
867	Coffee mocha	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
868	Chimichanga	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
869	Semolina	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
870	Tapioca pearl	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
871	Tostada	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
872	Quesadilla	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
873	Baked potato	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
874	Hot dog	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
875	Spread	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
876	Enchilada	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
878	Nutritional drink	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
879	Other sandwich	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
880	Ketchup	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.0	0.22	0.0	0.06	0.0
881	Breakfast sandwich	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
882	Adobo	0.0	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
883	Macaroni and cheese	0.01	0.03	0.23	0.13	0.0	0.04	0.0	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.01	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.0	0.22	0.0	0.06	0.0
884	Horned melon	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
885	Hushpuppy	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
886	Fruit juice	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
887	Relish	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
889	Fruit salad	0.0	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
890	Soy yogurt	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.07	0.15	0.12	0.22	0.0	0.06	0.0
891	Vegetarian food	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
893	Cold cut	0.01	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.0	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
894	Mixed nuts	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.03	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.29	0.15	0.12	0.22	0.0	0.06	0.0
895	Babassu palm	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
896	Cupuau	0.24	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
897	Shea tree	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
898	Oil-seed Camellia	0.23	0.03	0.23	0.13	0.15	0.04	0.16	0.08	0.1	0.0	0.2	0.04	0.0	0.25	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
899	Ucuhuba	0.23	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.2	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
900	Phyllo dough	0.0	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.21	0.15	0.12	0.22	0.0	0.06	0.0
901	Cooking oil	0.01	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
902	Pie crust	0.01	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
904	Pie	0.01	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
905	Shortening	0.0	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
906	Soy cream	0.0	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
907	Ice cream cone	0.0	0.03	0.23	0.13	0.15	0.04	0.18	0.08	0.1	0.0	0.0	0.04	0.0	0.26	0.24	0.07	0.12	0.06	0.17	0.11	0.0	0.06	0.0	0.15	0.12	0.22	0.0	0.06	0.0
